,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
100,1.0,1.0,18.0,19.0,21.0,22.0,22.0,14.0,14.0,13.0,20.0,19.0,19.0,21.0,6.0,5.0,5.0,9.0,21.0,22.0,22.0
101,2.0,5.0,18.0,17.0,19.0,21.0,22.0,15.0,13.0,12.0,20.0,19.0,20.0,21.0,7.0,8.0,7.0,7.0,21.0,20.0,20.0
102,9.0,13.0,11.0,6.0,18.0,23.0,24.0,19.0,18.0,14.0,21.0,17.0,10.0,23.0,24.0,16.0,6.0,8.0,7.0,15.0,12.0
103,2.0,4.0,16.0,18.0,17.0,24.0,23.0,13.0,11.0,12.0,21.0,21.0,21.0,22.0,9.0,4.0,3.0,6.0,22.0,22.0,23.0
104,13.0,15.0,14.0,12.0,13.0,18.0,19.0,17.0,16.0,17.0,16.0,17.0,16.0,16.0,19.0,16.0,12.0,10.0,12.0,13.0,13.0
105,6.0,7.0,17.0,16.0,17.0,20.0,21.0,14.0,13.0,14.0,19.0,19.0,20.0,22.0,9.0,10.0,7.0,9.0,18.0,18.0,18.0
106,2.0,0.0,20.0,19.0,17.0,24.0,22.0,11.0,11.0,12.0,22.0,21.0,22.0,23.0,5.0,6.0,3.0,5.0,23.0,22.0,24.0
107,14.0,10.0,14.0,13.0,14.0,19.0,20.0,17.0,15.0,16.0,17.0,17.0,17.0,18.0,18.0,14.0,11.0,12.0,13.0,11.0,14.0
108,9.0,12.0,10.0,9.0,17.0,23.0,24.0,19.0,17.0,13.0,22.0,17.0,11.0,24.0,23.0,15.0,8.0,7.0,8.0,15.0,11.0
109,15.0,13.0,16.0,13.0,13.0,17.0,17.0,15.0,16.0,17.0,17.0,17.0,17.0,16.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0
110,1.0,2.0,18.0,18.0,18.0,24.0,23.0,11.0,11.0,11.0,23.0,22.0,21.0,22.0,8.0,7.0,5.0,5.0,22.0,19.0,23.0
111,5.0,2.0,16.0,17.0,19.0,22.0,23.0,13.0,12.0,13.0,20.0,19.0,22.0,23.0,10.0,7.0,6.0,6.0,21.0,19.0,19.0
112,11.0,14.0,11.0,10.0,14.0,21.0,23.0,17.0,18.0,16.0,18.0,17.0,13.0,22.0,22.0,17.0,11.0,8.0,9.0,11.0,11.0
113,10.0,10.0,16.0,16.0,15.0,18.0,19.0,16.0,14.0,17.0,18.0,16.0,18.0,18.0,12.0,13.0,10.0,13.0,16.0,14.0,15.0
114,14.0,14.0,14.0,12.0,16.0,17.0,17.0,16.0,17.0,17.0,16.0,16.0,17.0,16.0,15.0,14.0,13.0,14.0,13.0,13.0,13.0
115,1.0,0.0,20.0,19.0,20.0,22.0,22.0,10.0,11.0,13.0,21.0,21.0,23.0,23.0,4.0,5.0,3.0,8.0,22.0,23.0,23.0
116,2.0,5.0,17.0,18.0,17.0,22.0,23.0,14.0,13.0,15.0,19.0,19.0,19.0,20.0,11.0,10.0,7.0,9.0,19.0,16.0,19.0
117,12.0,11.0,15.0,16.0,13.0,19.0,18.0,17.0,16.0,15.0,16.0,17.0,18.0,18.0,14.0,12.0,13.0,11.0,16.0,13.0,14.0
118,2.0,1.0,19.0,19.0,20.0,22.0,21.0,14.0,12.0,13.0,20.0,21.0,19.0,22.0,9.0,5.0,8.0,10.0,20.0,19.0,18.0
119,10.0,7.0,13.0,12.0,17.0,22.0,23.0,17.0,17.0,15.0,17.0,17.0,16.0,20.0,16.0,12.0,9.0,11.0,14.0,15.0,14.0
120,4.0,4.0,15.0,19.0,16.0,23.0,23.0,13.0,12.0,12.0,20.0,22.0,20.0,23.0,10.0,8.0,4.0,5.0,21.0,20.0,20.0
121,10.0,7.0,16.0,15.0,16.0,20.0,20.0,16.0,14.0,15.0,17.0,20.0,17.0,16.0,16.0,12.0,10.0,12.0,15.0,15.0,15.0
122,4.0,3.0,17.0,19.0,17.0,22.0,22.0,12.0,12.0,14.0,20.0,21.0,20.0,23.0,9.0,7.0,4.0,7.0,22.0,19.0,20.0
123,14.0,11.0,13.0,13.0,12.0,21.0,20.0,19.0,15.0,15.0,16.0,18.0,16.0,21.0,21.0,14.0,10.0,10.0,10.0,12.0,13.0
124,8.0,8.0,16.0,16.0,15.0,21.0,20.0,13.0,15.0,14.0,18.0,20.0,19.0,18.0,16.0,13.0,10.0,10.0,13.0,16.0,15.0
125,4.0,3.0,18.0,15.0,18.0,22.0,24.0,14.0,13.0,13.0,19.0,19.0,21.0,22.0,13.0,7.0,5.0,5.0,21.0,21.0,17.0
126,13.0,12.0,15.0,15.0,14.0,19.0,16.0,17.0,16.0,16.0,16.0,17.0,17.0,17.0,13.0,13.0,12.0,12.0,13.0,15.0,16.0
127,7.0,6.0,16.0,16.0,15.0,22.0,22.0,13.0,13.0,15.0,20.0,19.0,19.0,22.0,13.0,10.0,7.0,9.0,17.0,16.0,17.0
128,16.0,10.0,13.0,12.0,13.0,20.0,20.0,18.0,16.0,15.0,17.0,18.0,15.0,21.0,20.0,12.0,11.0,13.0,11.0,11.0,12.0
129,9.0,8.0,15.0,16.0,16.0,20.0,20.0,15.0,15.0,15.0,17.0,19.0,18.0,20.0,15.0,11.0,6.0,9.0,16.0,16.0,18.0
130,13.0,14.0,15.0,13.0,14.0,17.0,18.0,16.0,17.0,15.0,17.0,17.0,17.0,17.0,16.0,13.0,13.0,11.0,15.0,14.0,12.0
131,14.0,13.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,16.0,18.0,16.0,18.0,15.0,14.0,13.0,12.0,14.0,13.0,15.0,15.0
132,4.0,5.0,18.0,15.0,18.0,22.0,22.0,12.0,13.0,16.0,20.0,19.0,19.0,21.0,12.0,7.0,6.0,8.0,19.0,19.0,19.0
133,1.0,1.0,19.0,19.0,18.0,23.0,23.0,9.0,11.0,14.0,20.0,23.0,22.0,23.0,9.0,7.0,4.0,6.0,22.0,19.0,21.0
